compound-id	smiles
fmm-1xkk	CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F
fnp-1kak	c1cc(cc2c1ccc(c2)C(F)(F)P(=O)(O)O)C(F)(F)P(=O)(O)O
fpt-1dtq	[CH3:30][CH2:28][O:27][c:21]1[cH:22][cH:24][n:26][c:19]([c:20]1[F:35])[CH2:18][CH2:16][NH:15][C:14](=[S:38])[NH:12][c:1]2[cH:2][cH:4][c:6]([cH:7][n:8]2)[C:10]#[N:11]
frg-1m48	[H]\N=C(/N)\N1CCC[C@@H](C1)CC(=O)N[C@@H](Cc2ccc(cc2)C#Cc3ccccc3)C(=O)OC
frj-1t4j	CCc1c(c2ccc(cc2o1)S(=O)(=O)Nc3ccc(cc3)S(=O)(=O)Nc4nccs4)C(=O)c5cc(c(c(c5)Br)O)Br
fru-1af6	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O
fse-1xo2	c1cc(c(cc1c2c(c(=O)c3ccc(cc3o2)O)O)O)O
fsn-1oyt	[H]\N=C(\c1ccc(cc1)[C@H]2[C@@H]3[C@H]([C@H]4[N@@]2CCC4)C(=O)N(C3=O)Cc5ccc(cc5)F)/N
ftc-1jlc	CCOc1ccnc(c1F)CCNC(=S)Nc2ccc(cn2)Cl
ftr-5fwg	c1cc2c(cc1F)c(c[nH]2)C[C@@H](C=O)N
fty-1a08	CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)NC(=O)C
fxv-1ksn	[CH3:225][C@H:225]([C@@H:225]([CH2:225][c:226]1[cH:226][cH:226][cH:226][c:226]([cH:226]1)[C:226](=[NH:226])[NH2:226])[C:225](=[O:226])[O:225][CH3:227])[NH:225][C:225](=[O:227])[c:224]2[cH:224][cH:224][c:225]([cH:225][cH:224]2)[c:224]3[cH:224][cH:224][n:224][cH:224][cH:224]3
g1p-1g0r	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
g20-2qwi	CCCN(C)C(=O)[C@H]1[C@@H]([C@H](C=C(O1)C(=O)O)NC(=N)N)NC(=O)C
g21-1bji	CCCN(CCc1ccccc1)C(=O)[C@H]2[C@@H]([C@H](C=C(O2)C(=O)O)N)NC(=O)C
g37-1htg	CC1([C@@H](N[C@H](S1)[C@@H](C(=O)NCc2ccccc2)NC(=O)Cc3ccccc3)C(=O)N[C@H](Cc4ccccc4)[C@@H](CC(=O)NCc5[nH]c6ccccc6n5)O)C
g39-2qwk	CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O
g3p-1m7p	C([C@@H](COP(=O)(O)O)O)O
g3p-6tim	C([C@@H](COP(=O)(O)O)O)O
g4p-1lnz	C1=[N+](C2=NC(=NC(=O)C2=N1)N)c3c(c(c(o3)CO[P@@](=O)(O)OP(=O)(O)O)O[P@](=O)(O)OP(=O)(O)O)O
ga4-1kfa	[CH3:653][C@@:652]12[C@H:651]([CH2:651][CH2:651][C@@:652]3([C@@H:652]1[C@@H:652]([C@:652]45[C@H:652]3[CH2:652][CH2:653][C@H:653]([CH2:653]4)[C:653](=[CH2:653])[CH2:653]5)[C:652](=[O:652])[OH:652])[O:653][C:653]2=[O:653])[OH:651]
gat-1efi	c1cc(ccc1N)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O
gbp-1qh5	c1cc(ccc1N(C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O)Br
gca-1c1b	CCOCn1c(c(c(=O)[nH]c1=O)C(C)C)Cc2cc(cc(c2)C)C
gcs-1e1l	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)O
gds-2grt	[CH2:5]([CH2:8][C:9](=[O:10])[NH:11][C@@H:13]([CH2:15][S:17][S:18][CH2:19][C@@H:22]([C:23](=[O:24])[NH:26][CH2:28][C:31](=[O:32])[OH:33])[NH:36][C:38](=[O:39])[CH2:40][CH2:42][C@@H:45]([C:50](=[O:51])[OH:52])[NH2:46])[C:57](=[O:67])[NH:58][CH2:59][C:62](=[O:63])[OH:64])[C@@H:4]([C:71](=[O:72])[OH:73])[NH2:1]
gen-1qkm	c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O
gip-1qin	c1cc(ccc1[N+](=O)C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)I
gna-1nnc	[H]\N=C(\N)/N[C@H]1C=C(O[C@H]([C@@H]1NC(=O)C)[C@@H]([C@@H](CO)O)O)C(=O)O
gpr-2pgt	c1ccc2c(c1)-c3ccccc3[C@H]([C@@H]2O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
gps-2gst	[cH:20]1[cH:21][cH:22][c:16]2[c:17]([cH:18]1)-[c:26]3[cH:32][cH:31][cH:29][cH:28][c:27]3[C@@H:14]([C@H:15]2[OH:37])[S:13][CH2:11][C@@H:10]([C:41](=[O:52])[NH:43][CH2:44][C:47](=[O:48])[OH:49])[NH:9][C:7](=[O:8])[CH2:6][CH2:4][C@@H:2]([C:59](=[O:60])[OH:61])[NH2:1]
gps-6gsu	[cH:20]1[cH:21][cH:22][c:16]2[c:17]([cH:18]1)-[c:26]3[cH:32][cH:31][cH:29][cH:28][c:27]3[C@@H:14]([C@H:15]2[OH:37])[S:13][CH2:11][C@@H:10]([C:41](=[O:52])[NH:43][CH2:44][C:47](=[O:48])[OH:49])[NH:9][C:7](=[O:8])[CH2:6][CH2:4][C@@H:2]([C:59](=[O:60])[OH:61])[NH2:1]
gps-6gsv	c1ccc2c(c1)-c3ccccc3[C@H]([C@@H]2O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
gps-6gsw	c1ccc2c(c1)-c3ccccc3[C@H]([C@@H]2O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
gps-6gsx	c1ccc2c(c1)-c3ccccc3[C@H]([C@@H]2O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
gr1-1qj7	CCN(C=C)C(=O)c1cccc(c1)c2ccc3c(c2)C[C@@H]([C@H]3[C@@H](CCCCC(=N)N)C=O)O
gtt-19gs	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
gtt-1k0n	C(CC(=O)N[C@@H](C=S)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
gtx-17gs	CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
gtx-9gss	CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
gw3-1aoe	CCC(CC)n1ccc2c1ccc3c2c(nc(n3)N)N
gwb-1tkx	CC(C)c1c(c2cc(ccc2[nH]c1=O)F)OC#CC3CC3
h12-1tkt	CCCc1c(c2cc(ccc2[nH]c1=O)Cl)OC3CCCCC3
h16-1tkz	CCCc1c(c2cc(ccc2[nH]c1=O)Cl)SC3CCCCC3
h18-1tl1	CCCc1c(c2cc(ccc2[nH]c1=O)Cl)[S@](=O)C3CCCCC3
h20-1tl3	CC(C)c1c(c2cc(ccc2[nH]c1=O)Cl)OC3CCCCC3
hbd-1ben	c1cc(ccc1C(=O)N)O
hby-1bqm	CC(C)OC(=O)N1c2cc(ccc2NC(=S)[C@@H]1CSC)OC
hby-1bqn	CC(C)OC(=O)N1c2cc(ccc2NC(=S)[C@@H]1CSC)OC
hby-1hqu	CC(C)OC(=O)N1c2cc(ccc2NC(=S)[C@@H]1CSC)OC
hdt-1oit	c1ccn2c(c1)ncc2c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)N
hdu-1oiq	Cc1c(n2ccccc2n1)c3ccnc(n3)NC(=O)C
hdy-1oir	CC1=C(N2CC=CC=C2N1)c3ccnc(n3)Nc4ccc(cc4)OC[C@H](CN(C)C)O
hef-1rti	Cc1c(=O)[nH]c(=O)n(c1Sc2ccccc2)COCCO
hga-1gms	C(CC(=O)NO)[C@@H](C(=O)O)N
hmd-1dm2	c1c\2c([nH]c1Br)C(=O)NCC/C2=C/3\C(=O)N=C(N3)N
hop-1d6v	c1ccc(cc1)[C@H]2CC[C@@H]([C@H](C2)O)c3ccc(cc3)C(=O)NCCCC(=O)O
hoq-1k54	CC1([C@@H](N[C@H](S1)[C@@H](C=O)C(C)(C)O)C(=O)O)C
hpe-1b1h	c1ccc(cc1)CC[C@@H](C=O)N
ht1-403d	[CH3:59][CH2:56][O:55][c:1]1[cH:2][cH:3][c:5]([cH:6][cH:8]1)[c:10]2[nH:20][c:19]3[cH:17][cH:15][c:14]([cH:13][c:12]3[n:11]2)[c:22]4[nH:51][c:25]5[cH:26][c:27]([cH:28][cH:29][c:24]5[n:23]4)[N:32]6[CH2:36][CH2:33][N:38]([CH2:39][CH2:41]6)[CH3:45]
hyb-1fmb	[CH3:871][CH:869]([CH3:873])[C@@H:863]([C:865](=[O:867])[NH:843][C@@H:845]([CH2:847][c:849]1[cH:851][cH:853][cH:855][cH:857][cH:859]1)[CH2:841][OH:839])[NH:861][C:875](=[O:877])[C@H:879]([CH2:881][c:825]2[cH:823][cH:821][cH:819][c:829]3[c:827]2[cH:837][cH:835][cH:833][cH:831]3)[CH2:883][S:813](=[O:815])(=[O:817])[C:887]([CH3:885])([CH3:889])[CH3:891]
hyc-1i5r	[CH3:53][C@:48]12[CH2:47][CH2:46][C@@H:45]3[c:44]4[cH:43][cH:42][c:41]([cH:40][c:39]4[CH2:38][CH2:37][C@H:36]3[C@@H:35]1[CH2:34][C@@H:33]([C@@H:49]2[OH:50])[CH2:32][CH2:31][CH2:30][CH2:29][CH2:28][CH2:27][CH2:26][CH2:25][C:24](=[O:92])[O:23][CH2:22][C@@H:17]5[C@H:18]([C@H:14]([C@@H:15]([O:16]5)[n:96]6[cH:108][n:107][c:98]7[c:97]6[n:102][cH:101][n:100][c:99]7[NH2:104])[OH:13])[OH:19])[OH:64]
hyf-1m13	CC(C)C(=O)[C@]12C(=C(C(=O)[C@](C1=O)(C[C@H]([C@@]2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)CC=C(C)C)O
i06-1eef	c1ccc(cc1)CCn2c(=O)c3cc(ccc3c(=O)[nH]2)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O
i10-1bgo	[CH3:21][CH:20]([CH3:26])[CH2:17][C@H:16]([c:9]1[cH:10][cH:12][cH:13][c:6]([cH:7]1)[c:5]2[cH:3][cH:1][cH:62][cH:61][cH:60]2)[C:30](=[O:58])[NH:31][CH2:32][C:34](=[O:53])[CH2:35][NH:36][S:37](=[O:48])(=[O:49])[c:38]3[cH:39][cH:40][cH:41][cH:42][n:43]3
i1p-1urw	CN(C)CCCNS(=O)(=O)c1ccc(cc1)Nc2nccc(n2)c3cnc4n3nccc4
i4b-184l	CC(C)Cc1ccccc1
i84-1eko	Cc1ccccc1CC(=O)Nc2cc(c(c(c2)C)S(=O)(=O)NCC(=O)O)C
i84-1el3	Cc1ccccc1CC(=O)Nc2cc(c(c(c2)C)S(=O)(=O)NCC(=O)O)C
iad-1k3u	c1ccc2c(c1)c(c[nH]2)CC(=O)N[C@@H](CC(=O)O)C(=O)O
iav-1k7f	CC(C)[C@@H](C(=O)O)NC(=O)Cc1c[nH]c2c1cccc2
icu-1jim	CC(=O)O[C@H](c1ccc(cc1C=O)N)C(=O)OC
iet-1s6p	[H]\N=C(/Cc1c(cccc1Cl)Cl)\NC(=S)Nc2ccc(cc2)C#N
ign-1k21	[H]\N=C(/N)\NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC2CCCCC2)NCC(=O)O
ih5-1nav	CC(C)c1cc(ccc1O)Oc2c(cc(cc2Cl)CC(=O)O)Cl
ih5-1nax	CC(C)c1cc(ccc1O)Oc2c(cc(cc2Cl)CC(=O)O)Cl
ihn-1ls5	[CH3:525][CH:525]([CH3:525])[CH2:525][C@@H:522]([C@H:522]([CH2:522][C:522](=[O:522])[OH:522])[OH:522])[NH:522][C:522](=[O:523])[C@H:523]([CH3:525])[NH:523][C:523](=[O:523])[CH2:523][C@@H:523]([C@H:523]([CH2:523][CH:525]([CH3:526])[CH3:526])[NH:524][C:524](=[O:524])[C@H:524]([CH:526]([CH3:526])[CH3:526])[NH:524][C:524](=[O:524])[C@H:524]([CH:526]([CH3:526])[CH3:526])[NH:524][C:524](=[O:525])[CH2:525][CH:525]([CH3:525])[CH3:526])[OH:523]
iip-356d	Cn1cc(cc1C(=O)NCCC(=O)NCCCN(C)C)NC(=O)c2cc(cn2C)NC(=O)c3[nH]c(c[n+]3C)NC(=O)c4[nH]cc[n+]4C
ila-1jzq	CC[C@H](C)[C@@H](C(=O)NS(=O)(=O)NC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)N
im2-1bt5	C[C@H]([C@@H](C=O)[C@H]1CC(=C(N1)C(=O)O)SCCNCN)O
imh-1b8o	c1c(c2c([nH]1)c(=O)[nH]cn2)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O
imh-1g2o	c1c(c2c([nH]1)c(=O)nc[nH]2)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O
imu-1dqn	c1c(c2c([nH]1)c(=O)nc([nH]2)N)[C@H]3[C@@H]([C@@H]([C@H](N3)COP(=O)(O)O)O)O
in4-1az8	COC(=O)C[C@H](CCc1ccc(cc1)C(=N)N)c2cccc(c2)C(=N)N
in8-2usn	c1ccc(cc1)COC(=O)N[C@H](CC(=O)Nc2nnc(s2)S)c3ccccc3
inm-1i90	COCCC[N@]1C[C@@H](c2cc(sc2S1(=O)=O)S(=O)(=O)N)N
int-3tlh	CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)CO)NC(=O)[C@H](C)NC(=O)OCc2ccccc2
inu-7upj	c1ccc(cc1)S(=O)(=O)Nc2cccc(c2)[C@@H](c3c(c4c(oc3=O)CCCCCC4)O)C5CC5
inx-1g7g	CCCCCNC(=O)[C@H](Cc1ccc(c(c1)C(=O)O)OCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCC(=O)O
inz-1g7f	CCCCCNC(=O)[C@H](Cc1ccc(cc1)OC(C(=O)O)C(=O)O)NC(=O)N[C@@H](Cc2ccccc2)C(=O)O
ipl-1beu	c1ccc2c(c1)c(c[nH]2)CC=COP(=O)(O)O
ipy-408d	[CH3:17][n:16]1[cH:14][c:13]([cH:22][c:21]1[C:24](=[O:25])[NH:26][CH2:27][CH2:29][C:30](=[O:49])[NH:31][CH2:33][CH2:35][CH2:36][N:37]([CH3:38])[CH3:42])[NH:12][C:10](=[O:11])[c:9]2[cH:8][c:7]([cH:60][n:55]2[CH3:56])[NH:5][C:4](=[O:63])[c:3]3[cH:2][c:1]([cH:65][n:64]3[CH3:67])[NH:72][C:73](=[O:86])[c:74]4[nH:82][cH:81][cH:80][n+:75]4[CH3:76]
ix1-1xbo	COC(=O)c1c(cccc1OC\C=C\c2cccc(c2)c3c(c(no3)C(=O)O)CO)O
je2-1kzk	Cc1ccccc1CNC(=O)[C@@H]2C(SCN2C(=O)[C@H]([C@H](Cc3ccccc3)NC(=O)c4cccc(c4C)O)O)(C)C
jen-2hwf	[CH3:624][c:624]1[cH:624][cH:624][cH:624][c:624]([cH:624]1)[N:623]2[CH2:623][CH2:623][N:623]([CH2:624][CH2:624]2)[c:623]3[cH:623][cH:623][c:623]([n:623][n:623]3)[O:622][CH3:622]
kai-1ftk	CC(C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
kai-1fw0	CC(C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
kai-1gr2	CC(C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
kai-1lbb	CC(C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
kan-1l8t	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
kan-1m4i	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
keu-1njs	c1cc(ccc1[C@@H](CCCc2c(nc([nH]c2=O)N)N)C(C(F)(F)F)(O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
kni-1hpx	CC(C)(C)NC(=O)[C@@H]1CSCN1C(=O)[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](CSC)NC(=O)COc3cccc4c3ccnc4)O
ksa-1r0p	C[C@@]12[C@](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)(C(=O)OC)O
l37-1dig	[cH:20]1[cH:19][c:18]([cH:44][cH:42][c:21]1[C:22](=[O:23])[NH:24][C@@H:26]([CH2:32][CH2:35][C:38](=[O:39])[OH:40])[C:28](=[O:29])[OH:30])[NH:17][C:16](=[O:49])[NH:15][c:6]2[c:7]([c:8]([n:9][c:4]([n:5]2)[NH2:1])[OH:11])[NH2:12]
lcs-1d7u	Cc1c(c(c(cn1)COP(=O)(O)O)CN[C@@H]2CONC2=O)O
li6-1yxv	Cn1c2ccccc2c(c(c1=O)O)O
li7-1yxx	c1ccc2c(c1)c(c([nH]2)O)Nc3ccc(cc3)O
li8-1z5m	CC(C)(C(=O)N)C(=O)NCCCNc1c(cnc(n1)Nc2cccc(c2)NC(=O)N3CCCC3)Br
lig-1jvp	c1ccc-2c(c1)Cc3c2n[nH]c3c4ccncc4
lih-1kms	Cc1c(cnc2c1c(nc(n2)N)N)CNc3cccc4c3cccn4
lii-1kmv	Cc1c(cnc2c1c(nc(n2)N)N)\C=C/c3cc(ccc3OC)OC
lmu-1dig	CCCCCCCCCCCCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
lo1-1wax	c1cc(ccc1CN)NC(=O)C(=O)O
lp1-1ody	CC[C@@H](C(=O)N[C@@H](Cc1cccc2c1cccc2)C(=O)N)NC(=O)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc3cccc4c3cccc4)NC(=O)C)O
lpl-1smr	[CH3:13][CH:11]([CH3:17])[CH2:10][C@H:6]([CH2:4][C@@H:3]([C@H:2]([CH2:29][CH:31]([CH3:33])[CH3:37])[NH2:1])[OH:25])[CH:7]=[O:9]
ls1-1ke5	CNS(=O)(=O)c1ccc(cc1)N\C=C/2\c3ccccc3NC2=O
ls3-1ke7	[cH:8]1[cH:7][c:6]2[c:18]([cH:17][c:9]1[c:10]3[cH:11][n:12][cH:13][o:14]3)[C:3](=[CH:2][NH:1][c:24]4[cH:32][cH:31][c:30]5[c:26]([cH:25]4)[CH2:27][S:28](=[O:37])(=[O:38])[CH2:29]5)[C:4](=[O:22])[NH:5]2
ls4-1ke8	[cH:26]1[cH:25][cH:24][c:23]2[c:28]([cH:27]1)\[C:20](=[CH:19]\[NH:18][c:13]3[cH:12][cH:11][c:10]([cH:15][cH:14]3)[S:9](=[O:37])(=[O:38])[NH:1][c:2]4[n:6][cH:5][cH:4][s:3]4)\[C:21](=[O:33])[NH:22]2
ls5-1ke9	[H]\N=C(\N)/NS(=O)(=O)c1ccc(cc1)N\C=C/2\c3ccccc3NC2=O
ly2-1yi3	c1ccc(cc1)c2cccc3c2oc(cc3=O)N4CCOCC4
mbp-1gz8	CC(C)C(=O)COc1c2c(nc[nH]2)nc(n1)N
mbs-1hy7	COCC#CC[C@H](C(=O)O)NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)OC
mci-1dd6	c1ccc(cc1)CC[C@H](CS)C(=O)N[C@@H](c2ccc(s2)Cn3cnnn3)C(=O)O
mcy-1a83	Cc1cn(c(=O)nc1N)[C@H]2C[C@@H]([C@H](O2)CO)O
mdl-1ad8	C=N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)[C@@H](C(C(F)(F)F)(F)F)O
mei-1uhl	C[C@@H](CCCC(C)(C)OC)C\C=C\C(=C\C(=O)O)\C
mel-1k22	[H]\N=C(\c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)O)/N
mer-1h8y	Cc1c(c([nH]c1[C@H](C=O)[C@@H](C)O)C(=O)O)S[C@H]2C[C@@H](NC2)[C@H](N(C)C)O
mfp-1h07	Cc1ccc(c(c1)Br)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OC[C@@H](CN(C)C)O
mid-1dwd	[cH:52]1[cH:54][cH:56][c:49]2[cH:48][c:47]([cH:61][cH:59][c:50]2[cH:51]1)[S:46](=[O:64])(=[O:65])[NH:44][CH2:42][C:41](=[O:67])[NH:39][C@H:18]([CH2:19][c:20]3[cH:21][cH:22][c:23]([cH:30][cH:32]3)[C:24](=[NH:28])[NH2:25])[C:17](=[O:68])[N:1]4[CH2:2][CH2:4][CH2:6][CH2:9][CH2:11]4
mim-2nmt	[CH3:1][c:2]1[nH:7][cH:6][cH:4][n+:3]1[CH2:10][CH2:11][CH2:14][CH2:16][c:19]2[cH:20][cH:22][c:24]([cH:25][cH:26]2)[CH2:29][C:31](=[O:87])[NH:32][C@@H:33]([CH2:35][OH:36])[C:38](=[O:39])[NH:40][C@@H:42]([CH2:71][CH2:74][CH2:77][CH2:79][NH2:82])[C:44](=[O:70])[NH:45][CH2:46][CH2:47][CH:48]3[CH2:50][CH2:51][CH2:54][CH2:55][CH2:57]3
mit-1dwc	C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C3)C
mk1-1hsg	CC(C)(C)NC(=O)[C@@H]1C[N@@](CC[N@]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5
mk1-1hsh	CC(C)(C)NC(=O)[C@@H]1C[N@@](CC[N@]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5
mkc-1rt1	CCOCn1c(c(c(=O)[nH]c1=O)C(C)C)Cc2ccccc2
mm3-1d5j	CC1([C@H]([N@@](CCCS1)S(=O)(=O)c2ccc(cc2)OC)C(=O)NO)C
mno-1bmq	CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)NS(=O)(=O)C)CO)NC(=O)c2ccc3ccccc3c2
mp3-1kf0	C([C@H](C(=O)O)O)OP(=O)(O)O
mp3-1rus	C([C@H](C(=O)O)O)OP(=O)(O)O
mp3-3pgm	C([C@H](C(=O)O)O)OP(=O)(O)O
mpp-2ay3	COc1ccc(cc1OC)CCC(=O)O
mpz-1y57	CN1CCN(CC1)Cc2ccc(cc2)C(=O)Nc3cccc(c3)Nc4nccc(n4)c5cccnc5
mrc-1ffy	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](C)O
mrc-1jzs	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](C)O
mrc-1qu2	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@H]([C@H]2O)O)C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](C)O
mrc-1qu3	C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@H]([C@H]2O)O)C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](C)O
ms3-1ec3	CC(C)[C@@H](C(=O)NCc1ccccn1)NC(=O)[C@@H]([C@@H]([C@H]([C@H](C(=O)N[C@@H](C(C)C)C(=O)NCc2ccccn2)OCc3ccccc3)O)O)OCc4ccccc4
msc-1d4j	c1ccc(cc1)CO[C@H]([C@@H]([C@H]([C@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)OCc4ccccc4)O)O)C(=O)NCc5c(cccc5Cl)F
msd-1iky	CC(=O)c1ccc(c(c1O)[C@H]2C[C@H]2NC(=S)Nc3ccc(cn3)C#N)OC
mst-1dxr	CCNc1nc(nc(n1)SC)NC(C)(C)C
mta-1cg6	CSC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O
mtx-1dhi	CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
mtx-1e7w	CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
mua-1r4s	Cn1c2c(c(=O)[nH]c(=O)[nH]2)[nH]c1=O
myt-1phg	CC(C)(c1cccnc1)C(=O)c2cccnc2
myt-1w0g	CC(C)(c1cccnc1)C(=O)c2cccnc2
mzm-1bzm	CC(=O)Nc1[n+](nc(s1)S(=O)(=O)N)C
n20-1oi9	c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)O
n25-1bqc	CC1(C[N@](C([N@](C1)S(=O)(=O)c2ccc(cc2)OC)C(=O)NO)S(=O)(=O)c3ccc(cc3)OC)C
n41-1oiy	c1cc(ccc1C(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3
n5b-1vyz	c1ccc(cc1)C(=O)Nc2cc([nH]n2)C3CC3
n76-1oiu	c1cc(cc(c1)S(=O)(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3
nar-1cgk	[cH:22]1[cH:24][c:27]([cH:28][cH:30][c:21]1[C@@H:18]2[CH2:15][C:14](=[O:37])[c:4]3[c:5]([cH:6][c:9]([cH:1][c:3]3[O:19]2)[OH:11])[OH:13])[OH:34]
nar-4pah	c1cc(c(cc1[C@@H](CN)O)O)O
nav-1f7b	CC(=O)N[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(=O)CCC(=O)O
nbg-1l7x	CC(=O)N[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
neo-1br5	c1c(nc2c(=O)[nH]c(nc2n1)N)[C@H]([C@@H](CO)O)O
nes-1elv	[CH2:17]([CH2:20][S:21](=[O:22])(=[O:23])[OH:24])[NH:1][C:2]([CH2:3][OH:5])([CH2:8][OH:10])[CH2:13][OH:14]
nev-1vrt	Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4
ngo-1e6z	C=C1N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O1)CO)O)O
nh2-1okv	[H]\N=C(\N)/NCCC[C@@H](C(=O)N[C@@H](CCCN\C(=N/[H])\N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)N
nle-1b7h	CCCC[C@@H](C=O)N
nle-1fgl	CCCC[C@@H](C=O)N
nm1-1g2k	CNC(=O)c1cccc(c1)C[N@@]2[C@@H]([C@@H]([C@H]([C@H]([N@](S2(=O)=O)Cc3ccccc3)COc4ccccc4)O)O)COc5ccccc5
